,title,url,compnay_logo,company,id,company_url,how_to_apply,location,type,created_at,lat ,long
,Wordpress Engineer | Web Developer (m/f/d),https://jobs.github.com/positions/7a8ef63e-d5ea-4bd3-8116-df7c71042539,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZytEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fa21ddd23627599b60bb11b8331cad8930ce0de4/pa_big_cropped.png,"R.O.M. logicware GmbH	",7a8ef63e-d5ea-4bd3-8116-df7c71042539,https://www.papyrus.de/,"<p><a href=""https://papyrus.join.com/jobs/1018828-wordpress-engineer-or-web-developer-or-all-knowing-admin?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=wordpress%2Bengineer%2Bor%2Bweb%2Bdeveloper%2Bor%2Ball-knowing%2Badmin"">https://papyrus.join.com/jobs/1018828-wordpress-engineer-or-web-developer-or-all-knowing-admin?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=wordpress%2Bengineer%2Bor%2Bweb%2Bdeveloper%2Bor%2Ball-knowing%2Badmin</a></p>
",Berlin,Full Time,Mon May 11 16:15:14 UTC 2020,52.52,13.405
,Solution Architect,https://jobs.github.com/positions/1c340f1b-e90f-43a3-82e1-8177dc7ac1a8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3FEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a2fc9ab19379afefdcb631b459a98eb420d34075/Citizens%20Bank%20logo-16735-18280.png,Citizens Bank ,1c340f1b-e90f-43a3-82e1-8177dc7ac1a8,https://www.citizensbank.com/,"<p>Apply at <a href=""https://jobs.citizensbank.com/job/johnston/solution-architect/288/16041288"">https://jobs.citizensbank.com/job/johnston/solution-architect/288/16041288</a></p>
",Johnston,Full Time,Mon May 11 14:24:20 UTC 2020,41.8167,-71.4833
,Senior Software Engineer - UI Angular,https://jobs.github.com/positions/9b9f0a06-4a5e-480f-97ef-72d594cade81,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ21EIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d9d2aa82a2341efd8853fb336261e1f979bd16cf/Citizens%20Bank%20logo-16735-18280.png,Citizens Bank,9b9f0a06-4a5e-480f-97ef-72d594cade81,https://www.citizensbank.com/,"<p>Apply at <a href=""https://jobs.citizensbank.com/job/boston/senior-software-engineer-ui-angular/288/15886505"">https://jobs.citizensbank.com/job/boston/senior-software-engineer-ui-angular/288/15886505</a></p>
",Boston,Full Time,Mon May 11 14:23:29 UTC 2020,42.3581,-71.0636
,Principal Java Software Engineer,https://jobs.github.com/positions/bdfe30d2-4f09-41fe-92a3-a767b608a455,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2FEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5d203ef9d1ca56c2dd961e1e5f0a11b8a1913130/Citizens%20Bank%20logo-16735-18280.png,Citizens Bank,bdfe30d2-4f09-41fe-92a3-a767b608a455,https://www.citizensbank.com/,"<p>Apply at <a href=""https://jobs.citizensbank.com/job/boston/principal-java-software-engineer/288/15712156"">https://jobs.citizensbank.com/job/boston/principal-java-software-engineer/288/15712156</a></p>
",Boston,Full Time,Mon May 11 14:22:04 UTC 2020,42.3581,-71.0636
,IT-Mitarbeiter (w/m/d) für unseren internen Service Desk,https://jobs.github.com/positions/2dfa0f0d-9fab-492a-85d6-11843ceea44d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1NEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6eea8bf8ae7b7e72590a72d9d40195baad90c064/consorsbank.jpg,Consorsbank,2dfa0f0d-9fab-492a-85d6-11843ceea44d,https://www.consorsbank.de/,"<p><a href=""https://vonq.io/3cop7qt"">Klicken Sie hier um zum Bewerbungsformular zu gelangen!</a></p>
",Nürnberg,Full Time,Mon May 11 14:00:28 UTC 2020,#FIELD!,#FIELD!
,Head of Engineering (m/w/d),https://jobs.github.com/positions/32870249-7a77-4f8f-aa5b-ade17fa3fa17,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjZDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5fa8dae1c43360f9ff587a4c392263eec6074de8/Download%20(26).png,objego GmbH,32870249-7a77-4f8f-aa5b-ade17fa3fa17,https://objego.de/,"<p><a href=""https://objego.join.com/jobs/925666?id=1003851-head-of-engineering-m-w-d&amp;pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=head%2Bof%2Bengineering%2Bm%2Bw%2Bd"">https://objego.join.com/jobs/925666?id=1003851-head-of-engineering-m-w-d&amp;pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=head%2Bof%2Bengineering%2Bm%2Bw%2Bd</a></p>
",Essen,Full Time,Mon May 11 09:04:15 UTC 2020,52.2404,12.0489
,Senior C++ Software Developer & Team Lead (m/f/d),https://jobs.github.com/positions/a5641e36-080e-4c9a-a97d-ee8f80f89a69,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdnVDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--39a425b16e749507799f9fc6ecdbf0c3d1af1da7/Cevotec_Schriftzug_schwarz_freigestellt.png,"Cevotec GmbH	",a5641e36-080e-4c9a-a97d-ee8f80f89a69,https://www.cevotec.com/,"<p><a href=""https://cevotec.join.com/jobs/1020293-senior-c-software-developer-und-team-lead-m-f-d?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=senior%2Bc%2Bsoftware%2Bdeveloper%2Bund%2Bteam%2Blead%2Bm%2Bf%2Bd"">https://cevotec.join.com/jobs/1020293-senior-c-software-developer-und-team-lead-m-f-d?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=senior%2Bc%2Bsoftware%2Bdeveloper%2Bund%2Bteam%2Blead%2Bm%2Bf%2Bd</a></p>
",Unterhaching,Full Time,Mon May 11 07:55:48 UTC 2020,48.0658,11.61
,Angular - Java Full Stack Developper,https://jobs.github.com/positions/6027d0bb-2fb3-4c40-890e-5391721e273d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdldDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9578ab038d74fa05469185818be9f4655d0beb28/infocinc.jpg,Infocinc,6027d0bb-2fb3-4c40-890e-5391721e273d,http://www.infocinc.com,"<p>send resume to <a href=""mailto:nicolas.dutil@infocinc.com"">nicolas.dutil@infocinc.com</a></p>
",Remote,Contract,Fri May 08 21:51:08 UTC 2020,43.0059,-123.8926
,IT Application Manager - Kernbankensysteme (w/m/d),https://jobs.github.com/positions/bce89677-717b-4d0b-a123-70cf8666ff66,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlNDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7cb6057c1d3199fdc722d65fcc77044c773d28ec/consorsbank.jpeg,Consorsbank,bce89677-717b-4d0b-a123-70cf8666ff66,https://www.consorsbank.de/ev/Ueber-uns/Karriere/Stellenangebote,"<p><a href=""https://vonq.io/2YKUY0j"">Klicken Sie hier um zum Bewerbungsformular zu gelangen!</a></p>
",Nürnberg,Full Time,Fri May 08 14:39:25 UTC 2020,#FIELD!,#FIELD!
,Java Software Developer,https://jobs.github.com/positions/f3555576-e430-48fd-9027-0084fc7e879d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdStDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c9aa83223a2e59d9ab1f9ff1e8482e6d9961e264/companyLogo-Logo.jpg,Future Plc,f3555576-e430-48fd-9027-0084fc7e879d,http:,"<p><a href=""https://vonq.io/3fvzdrt"">Click here to apply!</a></p>
",Brno,Full Time,Fri May 08 14:29:53 UTC 2020,49.2,16.6167
,Mitarbeiter im Bereich Datawarehouse (m/w/d),https://jobs.github.com/positions/d104fb04-624c-43c3-b0c6-5047da2df3b9,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTJDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8744dd184ce616529bb8527885c1aa7c479f6411/DAB%20BNP.jpeg,DAB BNP Paribas,d104fb04-624c-43c3-b0c6-5047da2df3b9,https://b2b.dab-bank.de/,"<p><a href=""https://vonq.io/3fub0l1"">Klicken Sie hier um zum Bewerbungsformular zu gelangen!</a></p>
",München,Full Time,Fri May 08 14:05:53 UTC 2020,#FIELD!,#FIELD!
,Low Code App developers (Betty Blocks),https://jobs.github.com/positions/5d97a6bc-e2ae-4731-81e5-4cf011ba2241,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVdDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ae604c065914106322239b34bd020ba88cb17d63/Politie%20logo.jpg,Politie,5d97a6bc-e2ae-4731-81e5-4cf011ba2241,https://vonq.io/2L4MzwG,"<p>Klik hier om te solliciteren: <a href=""https://vonq.io/2L4MzwG"">https://vonq.io/2L4MzwG</a></p>
",Odijk,Full Time,Thu May 07 14:03:32 UTC 2020,52.0503,5.2333
,solution architect,https://jobs.github.com/positions/dabdc3ac-a55b-4750-87d9-e7fcbeda4961,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdU9DIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7d247eb1b2c1c8002f3e0422113d834c32d1c3ea/Politie%20logo.jpg,Politie,dabdc3ac-a55b-4750-87d9-e7fcbeda4961,https://vonq.io/2Weejpc,"<p>Klik hier om te solliciteren: <a href=""https://vonq.io/2Weejpc"">https://vonq.io/2Weejpc</a></p>
",Odijk,Full Time,Thu May 07 12:36:54 UTC 2020,52.0503,5.2333
,Reporting Engineer,https://jobs.github.com/positions/0d4bb68e-6e3f-46d5-9e96-a2aa9f96197a,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUNDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9e43427120feedc30368e7302bda4954624d241e/bci%201.jpg,BCI,0d4bb68e-6e3f-46d5-9e96-a2aa9f96197a,https://www.bci.ca/,"<p><a href=""https://www.bci.ca/careers/"">https://www.bci.ca/careers/</a></p>
",Victoria,Full Time,Wed May 06 18:47:54 UTC 2020,37.4713,144.7852
,Senior Data Engineer ,https://jobs.github.com/positions/9269d510-eb15-49ed-8d27-29b231a30fa4,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdG1DIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b1ac7d3275275438a8ec95ae73e4d085161f0e53/bci%201.jpg,BCI,9269d510-eb15-49ed-8d27-29b231a30fa4,https://www.bci.ca/,"<p><a href=""https://www.bci.ca/careers/"">https://www.bci.ca/careers/</a></p>
",Victoria,Full Time,Wed May 06 18:30:08 UTC 2020,37.4713,144.7852
,Senior Data Scientist ,https://jobs.github.com/positions/154a1e5d-2ffe-447a-9b3c-2be0caf7662a,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGFDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--251b2ab33e26d6f6d2a7bf3abdf5e141ce90d527/bci%201.jpg,BCI,154a1e5d-2ffe-447a-9b3c-2be0caf7662a,https://www.bci.ca/,"<p><a href=""https://www.bci.ca/careers/"">https://www.bci.ca/careers/</a></p>
",Victoria,Full Time,Wed May 06 18:25:30 UTC 2020,37.4713,144.7852
,Data Engineer (w/m/d),https://jobs.github.com/positions/9f3e9066-a681-46b0-97fc-868f94a1cd28,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFNDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e24f1936e2480a89349056f01cd86c1f81ffe0dd/x+bricks-logo-claim.gif,x+bricks Group,9f3e9066-a681-46b0-97fc-868f94a1cd28,https://xandbricks.de/,"<p><a href=""https://xandbricks.join.com/jobs/982839-data-engineer-w-m-d-frankfurt-vollzeit?pid=62f37c3920a975fa38d2&amp;utm_source=stackoverflow&amp;utm_medium=paid&amp;utm_campaign=stackoverflow%2Blinkedin%2Bpackage&amp;utm_content=data%2Bengineer%2Bw%2Bm%2Bd%2Bfrankfurt%2Bvollzeit"">https://xandbricks.join.com/jobs/982839-data-engineer-w-m-d-frankfurt-vollzeit?pid=62f37c3920a975fa38d2&amp;utm_source=stackoverflow&amp;utm_medium=paid&amp;utm_campaign=stackoverflow%2Blinkedin%2Bpackage&amp;utm_content=data%2Bengineer%2Bw%2Bm%2Bd%2Bfrankfurt%2Bvollzeit</a></p>
",Frankfurt,Full Time,Wed May 06 16:01:38 UTC 2020,50.1167,8.6833
,Softwareentwickler (w/m/d) für den Bereich Big Data Analyse,https://jobs.github.com/positions/6cc05a89-caa4-4eef-bc04-79ab516fef7e,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdEtDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f7c599bda01648dec754a5235c29090b9bc36487/Nebenlogo_ZITiS_CMYK%5B2%5D%5B1%5D.jpg,ZITiS - Zentrale Stelle für Informationstechnik im Sicherheitsbereich,6cc05a89-caa4-4eef-bc04-79ab516fef7e,https://www.zitis.bund.de/DE/Home/home_node.html,"<p>E-Recruiting-Portal interamt.de</p>
",Munich,Full Time,Wed May 06 16:01:05 UTC 2020,48.1333,11.5667
,Sr. Engineering Manager (Engineering Management Immersion Program) eMIP,https://jobs.github.com/positions/8e14c455-f4f7-4f1b-91c6-0719fd9b1e39,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3FDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6376be26b0c4dcea64f59a786476c7aa55131195/BullseyeTransparent_2500px.png,Target Corporarion,8e14c455-f4f7-4f1b-91c6-0719fd9b1e39,http://Target.com/Careers,"<p>Apply Now!</p>
<p><a href=""https://tgt.biz/r0000069494GH"">https://tgt.biz/r0000069494GH</a></p>
",Minneapolis,Full Time,Wed May 06 06:11:30 UTC 2020,44.9833,-93.2667
,IT Administrator O365,https://jobs.github.com/positions/94306f1c-8af4-4210-a130-127ece790cd1,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdENDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4158b169c6fdee7c9e19cbc64b54a5f971e43e74/lely.jpeg,Lely Industries,94306f1c-8af4-4210-a130-127ece790cd1,https://www.lely.com/nl/,"<p><a href=""https://vonq.io/2z4JSsg"">Klik hier voor het sollicitatieformulier!</a></p>
",Maassluis,Full Time,Wed May 06 09:57:03 UTC 2020,51.93,4.25
,Senior Game Engineer (REMOTE),https://jobs.github.com/positions/e9e632a7-c756-40c9-b1ca-c3eb5c7f9ce3,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTV1IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b586f79a85322f93304aae975ae4ae8556e35bfe/GClogo_small.png,Game Closure,e9e632a7-c756-40c9-b1ca-c3eb5c7f9ce3,http://gameclosure.com,"<p><a href=""https://jobs.lever.co/gameclosure/a50c5aa4-6526-425f-9767-2b8e11800857?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">https://jobs.lever.co/gameclosure/a50c5aa4-6526-425f-9767-2b8e11800857?lever-origin=applied&amp;lever-source%5B%5D=GitHub</a></p>
",San Francisco,Full Time,Sat Aug 03 00:50:23 UTC 2019,37.7749,122.4194
,Senior Python Backend Developer | Python Full Stack | Fulltime / Part-time (m/w/x),https://jobs.github.com/positions/0c5a9be4-70d1-4c9b-b686-b7f4f444705c,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc1NDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dfcefac180d44cb5637fbf73035025afd4a6dbfb/Bildschirmfoto%202020-05-05%20um%2019.25.34.png,"init.at informationstechnologie GmbH	",0c5a9be4-70d1-4c9b-b686-b7f4f444705c,https://www.init.at,"<p><a href=""https://initat-informationstechnologie.join.com/jobs/982063-we-want-you-oder-senior-python-backend-developer-oder-python-full-stack-oder-fulltime-part-time-m-w-x?pid=5a16622fa4fcdea717f2&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=we%2Bwant%2Byou%2Boder%2Bsenior%2Bpython%2Bbackend%2Bdeveloper%2Boder%2Bpython%2Bfull%2Bstack%2Boder%2Bfulltime%2Bpart-time%2Bm%2Bw%2Bx"">https://initat-informationstechnologie.join.com/jobs/982063-we-want-you-oder-senior-python-backend-developer-oder-python-full-stack-oder-fulltime-part-time-m-w-x?pid=5a16622fa4fcdea717f2&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=we%2Bwant%2Byou%2Boder%2Bsenior%2Bpython%2Bbackend%2Bdeveloper%2Boder%2Bpython%2Bfull%2Bstack%2Boder%2Bfulltime%2Bpart-time%2Bm%2Bw%2Bx</a></p>
",Vienna,Full Time,Tue May 05 17:27:33 UTC 2020,#FIELD!,#FIELD!
,QA Engineer (m/f),https://jobs.github.com/positions/187f6383-52a8-4460-95bb-8515b5a9262a,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0tDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6af40b7808391812685975e8282685cb3fa1b918/securecloud-quadrat.png,"Secucloud GmbH	",187f6383-52a8-4460-95bb-8515b5a9262a,https://www.secucloud.com/,"<p><a href=""https://secucloud.join.com/jobs/1008999-qa-engineer-m-w?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=qa%2Bengineer%2Bm%2Bw"">https://secucloud.join.com/jobs/1008999-qa-engineer-m-w?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=qa%2Bengineer%2Bm%2Bw</a></p>
",Remote,Full Time,Tue May 05 17:04:04 UTC 2020,43.0059,-123.8926
,Senior Full Stack Developer,https://jobs.github.com/positions/f5d4e51f-16f7-409d-b7a0-14944c55768e,,Global Cyber Alliance,f5d4e51f-16f7-409d-b7a0-14944c55768e,https://www.globalcyberalliance.org,"<p>Please submit qualified resumes to <a href=""mailto:careers@globalcyberalliance.org"">careers@globalcyberalliance.org</a>.</p>
",Gran Canaria,Full Time,Mon May 04 20:22:20 UTC 2020,27.9667,-15.6
,Senior Security Engineer,https://jobs.github.com/positions/4d64609c-b423-4dc2-9caf-91cad59586f0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcnFDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8177db79c999262c1d3343ac2b4768a03afe846d/Symbol%20-%20Blue.png,SmartContract ,4d64609c-b423-4dc2-9caf-91cad59586f0,https://chain.link/,"<p><a href=""https://careers.chain.link/o/senior-security-engineer"">https://careers.chain.link/o/senior-security-engineer</a></p>
",Remote,Full Time,Mon May 04 18:59:44 UTC 2020,43.0059,-123.8926
,Android Entwickler (m/w/d),https://jobs.github.com/positions/3059f41d-c3eb-4ef6-a894-3a164a995485,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmlDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7d57b25f420c6c78fb482c05f18dca62636ba64d/Download%20(4).jpeg,Cellular GmbH,3059f41d-c3eb-4ef6-a894-3a164a995485,https://www.cellular.de/,"<p><a href=""https://cellular.join.com/jobs/1002467-android-entwickler-m-w-d?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=android%2Bentwickler%2Bm%2Bw%2Bd"">https://cellular.join.com/jobs/1002467-android-entwickler-m-w-d?pid=357a3b4531918760973f&amp;utm_source=github_jobs&amp;utm_medium=paid&amp;utm_campaign=single%2Bposting&amp;utm_content=android%2Bentwickler%2Bm%2Bw%2Bd</a></p>
",Hamburg,Full Time,Mon May 04 16:36:13 UTC 2020,53.5511,9.9937
,Veiligheidsanalist,https://jobs.github.com/positions/24be0326-33f2-4e10-b744-119e5441ee7c,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcldDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--27a28dfc7ff18bd37eb0a278455c406d04bfa025/politie-logo-..jpg,Politie,24be0326-33f2-4e10-b744-119e5441ee7c,http://www.kombijdepolitie.nl,"<p><a href=""https://vonq.io/2Wpy37Z"">Klik hier om te solliciteren!</a></p>
",Apeldoorn,Full Time,Mon May 04 10:08:35 UTC 2020,52.2167,5.9667
,senior veiligheidsanalist,https://jobs.github.com/positions/86723f78-62e2-4958-a03e-d81448a3ff30,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcktDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d89f94ecbd9d01bc7ccdffda92e98669778e52a9/Politie.png,Politie Nederland,86723f78-62e2-4958-a03e-d81448a3ff30,http:,"<p><a href=""https://vonq.io/3fak3aK"">Klik hier om te solliciteren!</a></p>
",Nijmegen,Full Time,Mon May 04 09:51:47 UTC 2020,51.85,5.8667
,"Young Professionals Programme, Innovation and Emerging Technology",https://jobs.github.com/positions/a9d12b00-b94c-4a16-976b-2c93dd612f66,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckNDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--92278806ffabbe0dca246664012fab4fd066cc2e/nato%20logo.jpeg,NATO,a9d12b00-b94c-4a16-976b-2c93dd612f66,https://www.nato.int/,"<p><a href=""https://vonq.io/2SkkSnu"">Click here to apply!</a></p>
",Brussels,Full Time,Mon May 04 09:38:20 UTC 2020,50.85,4.35
,Data specialist,https://jobs.github.com/positions/fbd9f5af-11eb-4c98-acb3-2d8b3117ff60,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUdDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--631ac66119d57fa49fa02113340bbb238e8a9a2d/politie-logo-..jpg,Politie,fbd9f5af-11eb-4c98-acb3-2d8b3117ff60,http://www.kombijdepolitie.nl,"<p><a href=""https://vonq.io/2ysuqpZ"">Klik hier om te solliciteren!</a></p>
",Apeldoorn,Full Time,Mon May 04 09:19:51 UTC 2020,52.2167,5.9667
,Software Engineer & Unix IT admin,https://jobs.github.com/positions/4c021c37-018a-4dfa-b85e-f18bff1b46b7,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHFDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4bfd427a803d2de63f790bb32a87bccce775e4da/Logo%20+%20Bottom%20Text@4x.png,Visium SA,4c021c37-018a-4dfa-b85e-f18bff1b46b7,http://visium.ch,"<p>Send your application by email with the title ""GitHub Application"" at <a href=""mailto:fs@visium.ch"">fs@visium.ch</a>,
Feel free to send an email should you have any questions!</p>
",Lausanne,Full Time,Sun May 03 13:23:37 UTC 2020,46.5198,6.6335
,Wordpress Developer,https://jobs.github.com/positions/5a4901f3-a048-4fa9-a4f8-accbc331ccce,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzZDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--66b2d821ad4a155eb9545964e3ddc6ab26f0b234/biteable_logo_avatar.png,Biteable,5a4901f3-a048-4fa9-a4f8-accbc331ccce,http://Biteable,"<p>We want you to start soon, so our application process is quick.</p>
<p>To apply, dispatch your CV, portfolio, and a short cover letter about why you and Biteable fit together like Matt Mullenweg and Mike Little.</p>
<p>We’ll review it and get back to you quick smart.
We’ll then do two rounds of informal interviews.</p>
<p>If it feels right for all of us, you’ll be on board faster than you can say ‘third-party plugin’.</p>
<p>Send your application to <a href=""mailto:jobs.0105201@biteable.com"">jobs.0105201@biteable.com</a></p>
<p><strong>Please do not contact us if you are an agency or a recruiter</strong></p>
",Remote,Full Time,Fri May 01 05:48:18 UTC 2020,43.0059,-123.8926
,Analyst Programmer / Web Developer,https://jobs.github.com/positions/7a193471-9e59-46a5-9c7b-3f62f185750b,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3VDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0a632d2149b760e8cab2f5ab3e173bab5e6b45bb/OrangeSocialAvatar.png,Oregon State University - Ecampus,7a193471-9e59-46a5-9c7b-3f62f185750b,https://ecampus.oregonstate.edu/,"<p>Application deadline: May 20th, 2020</p>
<p>For more information and to apply go to <a href=""http://jobs.oregonstate.edu/postings/90989"">http://jobs.oregonstate.edu/postings/90989</a></p>
",Corvallis,Full Time,Thu Apr 30 20:30:25 UTC 2020,44.5667,-123.2833
,"Young Professionals Programme, Cyber Defence",https://jobs.github.com/positions/7dd9f2fa-74c2-4ee5-bcef-7d6494c402d3,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb21DIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--796d589261f45df488cbf173ec9746554d67a176/NATO.jpeg,NATO,7dd9f2fa-74c2-4ee5-bcef-7d6494c402d3,http:,"<p><a href=""https://vonq.io/2xmE9xB"">Click here to apply!</a></p>
",Working location used for posting.Brussels,Full Time,Thu Apr 30 13:43:13 UTC 2020,#FIELD!,#FIELD!
